customer_id,age,monthly_income,credit_score,employment_status,monthly_total_spend,travel_spend,dining_spend,online_shopping_spend,fuel_spend,preferred_reward
CUST_0382,56,18956,633,Executive,8433,1772,2000,3787,219,Travel
CUST_0383,73,4725,731,Freelance,2287,2647,1471,3736,14,Shopping
CUST_0384,43,2816,628,Executive,8648,10,1536,89,116,Fuel
CUST_0385,36,23583,764,Retired,5809,2234,318,2921,330,Cashback
CUST_0386,77,13837,563,Executive,10549,2773,2264,1251,55,Cashback
CUST_0387,59,8307,764,Retired,2913,1038,1057,1102,350,Cashback
CUST_0388,65,24558,677,Retired,1844,2825,1894,4703,131,Cashback
CUST_0389,73,5183,797,Retired,3231,3368,2313,348,225,Travel
CUST_0390,62,8727,578,Freelance,8779,2458,723,3913,307,Shopping
CUST_0391,78,4773,829,Executive,2382,3003,1700,4052,474,Dining
CUST_0392,59,24884,751,Executive,2108,584,412,2941,221,Travel
CUST_0393,34,1645,606,Full-time,5717,1075,1275,245,172,Shopping
CUST_0394,51,6510,767,Full-time,9593,3711,400,271,339,Dining
CUST_0395,78,17535,611,Full-time,2420,3099,1839,2030,505,Cashback
CUST_0396,25,4540,706,Full-time,8303,2624,723,4498,156,Shopping
CUST_0397,55,11154,751,Executive,5566,3088,2329,3187,150,Cashback
CUST_0398,43,18366,566,Retired,6162,1374,1135,3506,177,Shopping
CUST_0399,49,21063,555,Retired,5992,1451,750,1465,532,Fuel
CUST_0400,63,19133,607,Freelance,7422,3721,267,1195,111,Cashback
CUST_0401,31,18514,718,Retired,6893,1854,2345,3087,137,Cashback
CUST_0402,38,16496,631,Executive,7504,3300,1340,3008,232,Cashback
CUST_0403,67,17836,768,Executive,900,1789,569,3823,331,Travel
CUST_0404,32,10353,726,Executive,7457,3036,1973,1614,541,Dining
CUST_0405,29,13195,753,Freelance,6675,3281,545,1126,306,Cashback
CUST_0406,30,4352,620,Full-time,5071,3502,364,4379,160,Cashback
CUST_0407,78,17514,815,Retired,1037,3365,546,516,401,Travel
CUST_0408,64,2487,647,Executive,8026,742,270,2665,589,Travel
CUST_0409,37,9122,840,Executive,8832,1776,738,1301,277,Fuel
CUST_0410,58,10660,757,Full-time,6018,3653,1257,611,319,Shopping
CUST_0411,27,18984,551,Executive,4825,3175,58,749,532,Cashback
CUST_0412,66,8152,673,Retired,11910,203,1274,1856,496,Shopping
CUST_0413,33,8921,829,Freelance,6873,1076,1870,399,362,Travel
CUST_0414,60,22900,623,Executive,3342,973,85,1526,371,Travel
CUST_0415,62,2269,715,Retired,10995,2987,762,2024,35,Fuel
CUST_0416,29,19227,571,Executive,2337,1398,389,319,302,Dining
CUST_0417,70,15614,703,Full-time,1554,1865,1203,335,437,Travel
CUST_0418,47,5858,844,Executive,11250,3125,718,2098,31,Cashback
CUST_0419,78,24664,768,Executive,8196,1299,148,173,185,Fuel
CUST_0420,22,24486,706,Freelance,8623,3406,582,4019,173,Dining
CUST_0421,25,13043,779,Full-time,6307,1054,120,1641,565,Fuel
CUST_0422,49,20233,569,Full-time,5035,1158,2303,500,249,Travel
CUST_0423,57,7199,590,Freelance,1340,3129,765,3646,278,Dining
CUST_0424,58,19125,697,Executive,6310,104,799,2363,1,Shopping
CUST_0425,39,2625,657,Retired,9261,3337,2106,1856,193,Dining
CUST_0426,28,12293,633,Full-time,8726,3593,1021,3152,165,Cashback
CUST_0427,68,8264,839,Full-time,5931,3567,1469,1896,109,Shopping
CUST_0428,65,22985,683,Executive,9497,252,2435,1718,379,Shopping
CUST_0429,21,13823,756,Executive,1929,294,1109,1778,582,Cashback
CUST_0430,42,14531,832,Full-time,11071,2715,1250,4792,284,Shopping
CUST_0431,72,15552,815,Executive,3945,1181,1649,3057,420,Travel
CUST_0432,37,14140,622,Retired,9353,548,1815,4827,112,Dining
CUST_0433,27,9343,597,Full-time,4520,2678,1345,2713,227,Dining
CUST_0434,45,15710,782,Retired,10448,3138,1341,3828,470,Cashback
CUST_0435,65,17956,649,Retired,4867,1777,2446,4747,527,Travel
CUST_0436,24,23356,608,Executive,4995,298,1732,1094,495,Shopping
CUST_0437,56,11606,807,Retired,10673,3534,898,45,30,Dining
CUST_0438,26,6689,614,Executive,10044,1748,2340,1445,161,Dining
CUST_0439,51,3972,632,Freelance,8081,1843,484,2196,377,Dining
CUST_0440,39,18591,703,Executive,3309,100,802,3201,445,Dining
CUST_0441,64,19688,815,Retired,5816,3127,1715,455,426,Fuel
CUST_0442,74,8204,628,Freelance,7333,2379,1915,1662,503,Cashback
CUST_0443,59,5213,699,Executive,5527,2883,1757,2924,526,Shopping
CUST_0444,47,6551,597,Retired,1481,1774,1809,965,531,Shopping
CUST_0445,30,12256,797,Full-time,4732,2440,2291,4964,581,Cashback
CUST_0446,46,3975,827,Full-time,11121,3814,1443,1528,519,Travel
CUST_0447,39,5110,647,Executive,6360,873,1952,2976,33,Cashback
CUST_0448,59,5755,574,Executive,4816,2428,2320,3071,489,Dining
CUST_0449,23,15984,833,Full-time,8139,91,1670,4869,422,Dining
CUST_0450,65,3235,617,Retired,1519,3862,1848,2521,467,Cashback
CUST_0451,33,9758,556,Retired,874,446,519,1126,23,Cashback
CUST_0452,70,9479,686,Retired,10285,108,1151,3404,215,Shopping
CUST_0453,48,3928,713,Executive,10914,316,1396,4492,54,Shopping
CUST_0454,78,13845,632,Freelance,4957,3239,2206,2343,25,Fuel
CUST_0455,40,8926,687,Freelance,9311,1835,651,106,280,Fuel
CUST_0456,48,10033,622,Freelance,2949,1943,2223,2577,326,Dining
CUST_0457,28,6749,786,Freelance,10444,1458,1950,3154,185,Fuel
CUST_0458,61,23175,595,Freelance,10547,441,210,4383,494,Fuel
CUST_0459,59,20701,655,Executive,7513,2265,2494,4053,11,Travel
CUST_0460,21,21758,837,Executive,5007,1245,585,4801,433,Cashback
CUST_0461,23,11186,811,Freelance,7941,2720,166,214,207,Shopping
CUST_0462,33,15609,725,Executive,9452,1551,1256,4439,132,Fuel
CUST_0463,48,22095,715,Executive,9878,277,1205,4289,338,Shopping
CUST_0464,77,2161,694,Freelance,4736,3056,1738,4253,195,Fuel
CUST_0465,69,13575,832,Retired,10107,568,1052,464,261,Fuel
CUST_0466,45,16288,603,Executive,1875,3645,713,2372,281,Dining
CUST_0467,76,11560,727,Retired,4676,1009,687,591,368,Travel
CUST_0468,53,17336,793,Executive,5415,2922,329,2188,102,Cashback
CUST_0469,58,12026,676,Executive,8065,2513,1746,883,182,Cashback
CUST_0470,73,4874,820,Freelance,7179,838,1207,4158,422,Dining
CUST_0471,26,1707,681,Executive,10916,2801,2142,303,8,Dining
CUST_0472,78,4165,642,Full-time,9918,3673,784,4491,556,Cashback
CUST_0473,64,20377,622,Full-time,5452,1607,2400,333,243,Cashback
CUST_0474,65,24697,797,Freelance,7592,2885,940,2833,566,Travel
CUST_0475,52,2132,822,Retired,11273,29,1288,4506,392,Fuel
CUST_0476,65,4583,592,Retired,10047,2406,1679,2331,526,Travel
CUST_0477,67,15211,590,Retired,8256,1942,625,4561,36,Cashback
CUST_0478,41,11623,719,Full-time,5474,3359,138,79,177,Fuel
CUST_0479,36,21603,761,Retired,1341,2133,761,3763,71,Cashback
CUST_0480,74,8623,717,Retired,2961,1257,1833,2831,351,Travel
CUST_0481,41,12254,588,Freelance,3051,2794,2302,1977,148,Travel
CUST_0482,31,3179,794,Retired,10044,2360,1555,732,104,Travel
CUST_0483,57,17401,700,Full-time,5369,364,675,3976,220,Fuel
CUST_0484,56,1736,660,Full-time,3544,1800,91,1817,373,Shopping
CUST_0485,55,8946,596,Full-time,6841,1822,1092,1384,517,Shopping
CUST_0486,39,5943,612,Freelance,5475,1862,36,2124,259,Cashback
CUST_0487,40,24654,774,Freelance,2360,904,1787,1198,298,Fuel
CUST_0488,77,16963,618,Executive,1964,3340,2187,2292,41,Dining
CUST_0489,38,23983,848,Retired,6219,697,1201,4217,491,Shopping
CUST_0490,67,10055,839,Freelance,3522,2178,1836,184,438,Fuel
CUST_0491,61,20252,845,Full-time,11350,2850,1894,4127,46,Fuel
CUST_0492,69,18169,752,Full-time,1270,2836,136,997,84,Shopping
CUST_0493,34,1648,610,Freelance,10408,1855,2237,1986,57,Fuel
CUST_0494,35,14895,710,Freelance,2268,350,1663,2809,208,Fuel
CUST_0495,51,21921,565,Freelance,8725,179,2389,4664,247,Shopping
CUST_0496,21,24433,643,Executive,1608,3873,1582,2357,210,Travel
CUST_0497,73,6395,687,Full-time,9163,1503,971,1679,38,Cashback
CUST_0498,74,23164,587,Executive,7519,3960,661,4925,251,Dining
CUST_0499,74,18896,676,Executive,11391,1186,2290,3039,412,Cashback
CUST_0500,23,12523,824,Retired,5873,1806,1810,4886,445,Travel
CUST_0501,36,12199,713,Full-time,8812,3959,414,2511,51,Travel
CUST_0502,43,11215,626,Full-time,2445,3167,342,3527,373,Fuel
CUST_0503,77,20669,723,Freelance,9049,773,145,3026,525,Cashback
CUST_0504,31,21609,640,Freelance,1929,509,322,2745,155,Travel
CUST_0505,32,17663,787,Retired,2153,364,2169,4173,541,Cashback
CUST_0506,30,22460,813,Executive,1567,3028,1275,2581,89,Travel
CUST_0507,52,7282,728,Freelance,4695,352,1878,4203,350,Dining
CUST_0508,36,24141,758,Freelance,9674,2847,2358,2811,68,Travel
CUST_0509,28,20292,622,Full-time,4254,3507,600,4090,162,Cashback
CUST_0510,58,18224,656,Full-time,11000,1106,474,369,241,Fuel
CUST_0511,32,4317,844,Freelance,8129,1248,1515,3743,494,Cashback
CUST_0512,44,16596,833,Full-time,2590,411,574,2004,382,Shopping
CUST_0513,48,20380,731,Retired,10469,734,346,1703,51,Cashback
CUST_0514,73,23846,586,Freelance,1685,3028,1510,3324,62,Dining
CUST_0515,28,6799,686,Full-time,8534,117,381,440,508,Dining
CUST_0516,78,11417,605,Retired,4706,481,1303,3257,291,Dining
CUST_0517,48,19573,736,Full-time,5292,191,71,2906,90,Travel
CUST_0518,56,4767,807,Full-time,10530,2638,1117,226,423,Dining
CUST_0519,46,5906,607,Full-time,2873,2637,1396,2401,364,Cashback
CUST_0520,28,19326,672,Freelance,1112,2706,2386,4718,149,Fuel
CUST_0521,78,11882,737,Executive,7069,106,1359,1024,270,Dining
CUST_0522,70,5937,779,Full-time,6117,381,663,3491,580,Cashback
CUST_0523,48,6935,717,Retired,1610,782,1515,4256,115,Travel
CUST_0524,48,5607,663,Freelance,11227,2437,1891,870,515,Travel
CUST_0525,57,2060,801,Freelance,7641,243,39,3199,586,Fuel
CUST_0526,61,13829,656,Retired,11849,2632,1382,1745,240,Fuel
CUST_0527,56,23432,586,Full-time,11755,2916,2030,443,29,Cashback
CUST_0528,47,3326,641,Executive,2832,467,1277,4558,142,Fuel
CUST_0529,74,12921,567,Full-time,10499,865,965,472,325,Fuel
CUST_0530,37,13765,612,Retired,11562,2981,1900,79,15,Travel
CUST_0531,29,9129,699,Freelance,10886,1561,2217,239,110,Cashback
CUST_0532,53,9825,688,Executive,7929,1233,700,4652,106,Fuel
CUST_0533,73,21022,735,Freelance,3505,603,510,589,378,Cashback
CUST_0534,40,9193,734,Retired,9588,1660,1283,1360,161,Dining
CUST_0535,33,9764,754,Full-time,2947,3062,583,1884,282,Travel
CUST_0536,48,14186,809,Executive,1415,1096,983,2316,268,Travel
CUST_0537,68,15216,763,Freelance,1747,2015,458,4430,483,Travel
CUST_0538,49,8221,805,Freelance,6477,1658,1905,311,72,Shopping
CUST_0539,33,24886,684,Freelance,5451,3380,2388,1076,196,Cashback
CUST_0540,66,22109,610,Full-time,8666,3767,2104,33,242,Dining
CUST_0541,55,20862,637,Executive,2813,3770,2265,1841,597,Fuel
CUST_0542,26,8873,756,Full-time,4497,1733,815,4481,258,Dining
CUST_0543,38,7407,678,Full-time,1290,1613,246,248,148,Cashback
CUST_0544,71,23981,552,Full-time,5150,859,729,1134,389,Travel
CUST_0545,25,17627,791,Retired,3228,3257,2420,4889,415,Shopping
CUST_0546,67,7156,670,Retired,5787,1879,416,4947,425,Cashback
CUST_0547,45,10484,651,Retired,9533,1276,1054,375,216,Cashback
CUST_0548,22,22143,587,Executive,10279,12,367,723,85,Fuel
CUST_0549,30,9786,682,Full-time,10625,2346,107,1913,215,Dining
CUST_0550,76,7401,751,Full-time,5720,1099,838,4297,422,Dining
CUST_0551,50,6417,570,Retired,3726,1074,417,2492,319,Fuel
CUST_0552,70,9929,791,Full-time,10344,786,1643,1942,117,Shopping
CUST_0553,79,16216,658,Full-time,8082,148,820,4004,414,Travel
CUST_0554,65,17295,633,Freelance,5176,1754,1421,2344,598,Travel
CUST_0555,25,12638,632,Full-time,10290,2169,682,1331,39,Shopping
CUST_0556,75,4030,840,Freelance,5668,3282,255,4588,160,Fuel
CUST_0557,76,19844,618,Full-time,7786,1303,837,337,536,Cashback
CUST_0558,53,24929,678,Executive,7662,2585,2282,1865,419,Dining
CUST_0559,74,18932,745,Retired,5223,3756,552,3137,94,Cashback
CUST_0560,21,7272,689,Freelance,11250,1179,180,791,441,Dining
CUST_0561,38,16976,832,Retired,7670,3309,156,3611,557,Cashback
CUST_0562,52,20413,783,Freelance,8959,2423,1477,3700,465,Fuel
CUST_0563,67,17251,572,Freelance,2873,81,570,1516,287,Fuel
CUST_0564,69,4464,702,Freelance,6970,491,856,3953,411,Shopping
CUST_0565,31,8637,826,Executive,1501,2403,1784,3908,399,Cashback
CUST_0566,41,18847,610,Full-time,10911,2025,1727,2673,527,Cashback
CUST_0567,46,18420,601,Freelance,8913,924,1047,2122,17,Shopping
CUST_0568,45,15391,702,Executive,7625,1296,1496,3785,135,Shopping
CUST_0569,42,8840,786,Freelance,11452,1603,1423,58,463,Fuel
CUST_0570,79,9467,581,Full-time,8667,3115,591,2433,247,Fuel
CUST_0571,47,13915,604,Freelance,5064,3052,2181,2062,0,Cashback
CUST_0572,69,13371,585,Executive,8768,1596,420,1254,380,Fuel
CUST_0573,33,13416,659,Full-time,8946,122,2260,3688,508,Fuel
CUST_0574,53,10234,726,Executive,8576,3420,347,3748,459,Cashback
CUST_0575,54,2345,844,Full-time,9358,707,165,4130,504,Shopping
CUST_0576,61,23661,646,Full-time,9519,2377,936,4257,475,Cashback
CUST_0577,55,20920,762,Retired,5686,3480,347,3029,556,Travel
CUST_0578,21,23831,686,Retired,4735,990,397,2846,31,Cashback
CUST_0579,41,3994,555,Retired,5419,2370,582,4990,117,Travel
CUST_0580,68,14177,658,Full-time,5991,3182,1600,470,183,Cashback
CUST_0581,75,20603,584,Freelance,11145,2817,307,4035,190,Travel
CUST_0582,26,19768,588,Executive,7675,2040,98,2899,73,Travel
CUST_0583,48,13830,699,Executive,10900,3160,1265,1446,102,Cashback
CUST_0584,37,22233,667,Executive,8656,2480,157,4443,585,Fuel
CUST_0585,25,6679,810,Retired,6201,709,553,4789,419,Dining
CUST_0586,51,8110,636,Full-time,3822,793,650,912,472,Fuel
CUST_0587,25,7930,625,Retired,11712,711,2274,4242,113,Travel
CUST_0588,58,8654,763,Freelance,6538,3170,2470,1711,378,Cashback
CUST_0589,23,15328,834,Full-time,6784,2586,2290,674,312,Cashback
CUST_0590,73,11645,788,Executive,2570,2648,1068,1439,329,Cashback
CUST_0591,43,7988,714,Retired,10769,3217,1495,2734,338,Cashback
CUST_0592,57,22621,636,Retired,9789,1717,2418,3630,237,Dining
CUST_0593,73,24409,690,Freelance,4015,256,1878,685,172,Shopping
CUST_0594,57,5350,709,Freelance,7494,1212,733,1126,78,Travel
CUST_0595,30,18573,595,Retired,3776,3311,1950,4216,463,Dining
CUST_0596,30,15064,661,Freelance,4537,870,91,2466,500,Fuel
CUST_0597,39,23059,594,Executive,10703,2946,2219,2397,561,Shopping
CUST_0598,37,6578,796,Freelance,1552,3574,1627,4137,284,Shopping
CUST_0599,41,13668,653,Freelance,11461,1731,1215,3438,222,Cashback
CUST_0600,34,6948,634,Retired,2192,808,1100,4124,592,Dining
CUST_0601,29,19063,683,Retired,7589,2724,1304,965,265,Fuel
CUST_0602,66,10574,657,Full-time,11597,3890,1387,919,372,Cashback
CUST_0603,21,7906,567,Full-time,1477,270,178,4913,232,Cashback
CUST_0604,71,24791,643,Retired,905,1543,2285,2872,235,Travel
CUST_0605,65,10300,699,Freelance,5553,549,279,1508,313,Shopping
CUST_0606,33,15583,795,Freelance,2746,1137,1042,1212,379,Fuel
CUST_0607,24,3138,838,Full-time,6344,3410,1618,871,562,Shopping
CUST_0608,21,23555,758,Full-time,1895,567,370,4390,419,Dining
CUST_0609,69,24812,675,Full-time,7785,3033,1800,3254,51,Travel
CUST_0610,60,11840,784,Executive,2582,358,1703,863,508,Cashback
CUST_0611,52,2882,671,Executive,5341,1673,2268,3953,204,Travel
CUST_0612,54,2903,687,Full-time,4057,1637,303,3108,256,Cashback
CUST_0613,48,10511,664,Freelance,7013,1357,1348,3055,184,Travel
CUST_0614,51,4792,711,Full-time,10989,1712,1460,3994,144,Cashback
CUST_0615,28,10511,750,Executive,5669,3240,2485,2682,13,Shopping
CUST_0616,59,1919,783,Freelance,2361,1362,1193,4690,245,Shopping
CUST_0617,46,13911,577,Executive,4806,797,2422,613,186,Shopping
CUST_0618,78,6017,560,Freelance,10667,1284,2428,1872,336,Shopping
CUST_0619,54,21186,755,Executive,10114,886,2061,3154,258,Travel
CUST_0620,74,16922,716,Freelance,4781,1758,668,4560,39,Cashback
CUST_0621,74,11200,796,Freelance,10293,1222,499,3373,417,Shopping
CUST_0622,23,7193,596,Freelance,6482,2258,1414,3191,350,Travel
CUST_0623,79,2267,795,Freelance,6582,286,1572,567,8,Cashback
CUST_0624,70,19928,676,Retired,1743,1715,529,4133,349,Travel
CUST_0625,32,16318,696,Executive,5350,1785,2006,244,83,Shopping
CUST_0626,21,3049,667,Executive,9937,742,1219,20,532,Dining
CUST_0627,74,11456,701,Retired,1400,3543,754,393,357,Travel
CUST_0628,64,7640,621,Freelance,11692,1505,2347,3814,377,Shopping
CUST_0629,25,12337,686,Freelance,7176,2040,814,2055,171,Fuel
CUST_0630,50,5216,724,Executive,10409,1046,726,3515,24,Cashback
CUST_0631,50,5981,838,Retired,2324,3631,730,2375,392,Shopping
CUST_0632,79,8048,568,Freelance,4566,3180,827,1910,102,Fuel
CUST_0633,77,20177,744,Freelance,1050,295,1331,289,235,Travel
CUST_0634,37,6337,724,Freelance,10536,2053,2046,2558,409,Travel
CUST_0635,68,9258,690,Full-time,878,2597,874,360,548,Fuel
CUST_0636,67,12400,795,Retired,3923,680,2178,1622,331,Fuel
CUST_0637,43,24677,642,Freelance,9889,1891,2003,4314,531,Cashback
CUST_0638,35,9493,788,Full-time,7864,794,1677,4094,28,Travel
CUST_0639,57,23891,754,Retired,9217,202,607,2453,542,Fuel
CUST_0640,41,7042,597,Freelance,2009,324,2073,2015,18,Dining
CUST_0641,34,24240,794,Executive,5953,2872,1477,2040,147,Dining
CUST_0642,22,16328,844,Full-time,5698,3856,634,2044,470,Fuel
CUST_0643,31,17552,677,Full-time,2978,2291,1209,2800,490,Cashback
CUST_0644,71,3885,831,Freelance,11671,326,483,2970,282,Travel
CUST_0645,59,15808,566,Freelance,8410,986,1074,831,112,Dining
CUST_0646,58,22152,620,Full-time,11877,3118,1914,1793,454,Fuel
CUST_0647,54,2171,818,Executive,11798,760,2052,3692,329,Fuel
CUST_0648,58,1663,831,Executive,9695,3662,588,1791,254,Shopping
CUST_0649,70,10156,556,Retired,3344,3693,2255,2841,598,Fuel
CUST_0650,54,12734,652,Freelance,6322,1036,2304,4690,398,Cashback
CUST_0651,38,22476,742,Executive,3170,906,1228,2154,507,Dining
CUST_0652,50,6295,790,Retired,4081,1403,1973,580,465,Shopping
CUST_0653,35,12134,611,Executive,5510,364,2058,2853,406,Dining
CUST_0654,47,6298,566,Freelance,1128,3673,948,2236,97,Dining
CUST_0655,71,23920,720,Retired,6379,3413,2055,4176,289,Cashback
CUST_0656,54,20239,574,Retired,5028,3931,2079,2155,155,Fuel
CUST_0657,72,23771,800,Retired,7594,3863,2007,1344,161,Cashback
CUST_0658,77,12249,802,Executive,920,1244,1741,345,96,Fuel
CUST_0659,58,7327,756,Freelance,7549,2120,386,1886,376,Shopping
CUST_0660,53,6219,578,Retired,1764,3817,1251,554,566,Cashback
CUST_0661,44,2093,666,Full-time,5024,3843,1790,3770,449,Cashback
CUST_0662,35,22723,831,Freelance,4475,1648,1498,4397,116,Travel
CUST_0663,50,8894,693,Full-time,6494,1069,206,199,505,Cashback
CUST_0664,75,15556,574,Full-time,2876,3575,1818,2940,188,Travel
CUST_0665,62,21377,705,Retired,7665,273,1780,3490,475,Fuel
CUST_0666,71,24048,622,Retired,6443,3626,2395,306,322,Fuel
CUST_0667,37,12136,669,Executive,9324,2255,792,3075,595,Fuel
CUST_0668,25,20556,642,Executive,6049,1952,2281,1656,179,Travel
CUST_0669,49,22084,635,Executive,2116,1884,1724,2692,180,Fuel
CUST_0670,24,1516,667,Freelance,1996,3686,1005,1764,286,Dining
CUST_0671,30,4691,782,Executive,3970,123,941,275,474,Cashback
CUST_0672,76,1892,748,Full-time,10421,3081,1165,3361,261,Travel
CUST_0673,37,7772,755,Executive,1155,1352,2223,1401,522,Fuel
CUST_0674,30,18455,696,Retired,10518,3258,1677,4733,161,Dining
CUST_0675,37,5131,820,Executive,828,2590,448,1775,486,Cashback
CUST_0676,40,7672,688,Freelance,1813,1691,591,3381,180,Cashback
CUST_0677,44,10812,730,Freelance,11694,2107,81,4050,468,Fuel
CUST_0678,25,21781,579,Full-time,9819,3832,2182,3460,20,Dining
CUST_0679,54,20163,606,Freelance,2824,2946,1406,1880,274,Travel
CUST_0680,26,10406,781,Executive,9290,2933,1480,3835,259,Fuel
CUST_0681,73,18659,695,Retired,6639,2829,2487,4278,332,Cashback
CUST_0682,22,24753,597,Freelance,10857,441,1079,1844,465,Cashback
CUST_0683,33,20131,743,Full-time,6591,1240,418,3377,115,Cashback
CUST_0684,63,24972,773,Executive,11103,910,87,71,412,Fuel
CUST_0685,63,17962,685,Full-time,1554,1025,214,1676,536,Shopping
CUST_0686,68,9580,571,Freelance,9761,1559,1758,1295,256,Shopping
CUST_0687,31,8599,555,Freelance,4535,1741,1520,1043,167,Shopping
CUST_0688,71,21810,753,Full-time,2038,2879,1717,2625,532,Dining
CUST_0689,67,16416,788,Executive,11205,3055,2292,3042,597,Fuel
CUST_0690,77,8583,734,Freelance,2706,1734,1501,814,14,Cashback
CUST_0691,43,24114,841,Retired,8199,3427,308,2194,49,Dining
CUST_0692,75,10723,769,Freelance,8761,625,230,3500,303,Shopping
CUST_0693,36,6440,665,Executive,10556,3863,154,309,486,Travel
CUST_0694,51,21155,598,Freelance,10210,1690,1198,2061,415,Dining
CUST_0695,31,4956,722,Full-time,5401,3236,114,4227,304,Dining
CUST_0696,74,9288,631,Freelance,10349,997,1413,1877,195,Fuel
CUST_0697,36,4211,594,Freelance,2260,2781,310,2802,387,Dining
CUST_0698,28,12780,569,Executive,8469,90,992,2486,454,Fuel
CUST_0699,24,19552,770,Full-time,2216,2214,2347,4835,309,Travel
CUST_0700,60,18031,672,Executive,11845,3006,1041,3745,126,Cashback
CUST_0701,24,24304,783,Freelance,8566,206,11,794,174,Cashback
CUST_0702,76,13589,770,Retired,2228,3353,1427,4014,133,Shopping
CUST_0703,45,11642,552,Freelance,5178,1088,2279,4353,65,Shopping
CUST_0704,23,18249,731,Executive,8329,1911,2013,3407,392,Travel
CUST_0705,52,17087,755,Retired,5274,515,729,2456,364,Cashback
CUST_0706,23,11366,589,Executive,3871,1180,1301,1851,278,Shopping
CUST_0707,47,6031,608,Executive,1355,3832,1376,974,362,Dining
CUST_0708,49,14186,611,Full-time,9347,1792,2036,1047,170,Fuel
CUST_0709,52,6830,681,Retired,2363,2794,2350,4366,50,Shopping
CUST_0710,70,7010,609,Freelance,1840,2353,540,4237,327,Travel
CUST_0711,78,10464,671,Executive,3486,1901,76,3789,591,Cashback
CUST_0712,71,7993,656,Freelance,3353,2005,23,4997,144,Travel
CUST_0713,39,12259,645,Full-time,2579,394,1038,3021,273,Fuel
CUST_0714,41,6939,784,Full-time,875,1097,675,4369,154,Fuel
CUST_0715,25,15973,611,Retired,5126,186,2394,4029,507,Travel
CUST_0716,38,11265,805,Full-time,6635,1597,171,464,362,Shopping
CUST_0717,48,14779,598,Full-time,5857,3408,1892,287,324,Shopping
CUST_0718,62,8011,708,Freelance,3149,3747,488,3195,297,Cashback
CUST_0719,42,12983,673,Full-time,3573,1591,1485,875,493,Cashback
CUST_0720,41,19130,756,Full-time,3062,2670,2425,1992,545,Dining
CUST_0721,26,21723,597,Executive,4029,729,2419,2925,303,Dining
CUST_0722,21,3876,685,Full-time,11108,239,756,1120,466,Cashback
CUST_0723,25,20893,750,Executive,1192,2580,2429,446,238,Dining
CUST_0724,61,13324,799,Full-time,1908,140,154,2832,516,Travel
CUST_0725,32,19711,844,Full-time,5162,3336,256,3568,175,Shopping
CUST_0726,46,8479,758,Retired,5988,138,1779,2896,409,Dining
CUST_0727,66,11332,760,Retired,9602,2506,673,721,363,Dining
CUST_0728,54,14004,741,Executive,5857,69,2115,2163,22,Travel
CUST_0729,69,22169,593,Full-time,11767,384,2391,2582,317,Fuel
CUST_0730,34,8410,578,Freelance,4798,629,672,1351,524,Cashback
CUST_0731,46,15589,608,Retired,9664,2245,2438,3980,275,Travel
CUST_0732,65,3696,620,Freelance,7366,204,1472,4502,228,Fuel
CUST_0733,47,21631,641,Retired,4477,1749,258,3384,107,Travel
CUST_0734,29,7478,814,Retired,6596,567,306,1725,175,Shopping
CUST_0735,46,23491,769,Full-time,7163,3870,1118,693,319,Travel
CUST_0736,77,18653,764,Retired,8923,981,245,3413,285,Travel
CUST_0737,67,2280,826,Freelance,9022,804,1658,494,328,Shopping
CUST_0738,77,11408,613,Retired,8490,1710,186,947,355,Cashback
CUST_0739,42,7803,841,Executive,2200,2906,1797,22,13,Fuel
CUST_0740,67,16186,794,Full-time,4871,881,924,1128,274,Dining
CUST_0741,76,5483,611,Full-time,9608,2035,784,557,70,Cashback
CUST_0742,50,11003,719,Executive,3586,973,1595,1616,194,Travel
CUST_0743,63,18405,818,Executive,7969,639,2455,3730,522,Dining
CUST_0744,68,14570,816,Executive,1670,1454,1360,1656,105,Shopping
CUST_0745,37,13732,603,Retired,4996,3961,340,4173,195,Cashback
CUST_0746,46,23668,565,Full-time,10404,324,562,806,144,Fuel
CUST_0747,56,6083,557,Executive,3539,441,650,3312,349,Cashback
CUST_0748,21,7446,653,Retired,1740,803,1193,4863,423,Cashback
CUST_0749,28,22825,608,Executive,1140,2335,68,453,470,Dining
CUST_0750,69,24151,589,Freelance,11900,225,1583,2975,215,Shopping
CUST_0751,55,17877,786,Freelance,8222,1087,2428,2324,92,Shopping
CUST_0752,72,8628,643,Full-time,4933,966,2104,1447,259,Cashback
CUST_0753,35,13389,771,Retired,1459,2985,1300,2561,574,Shopping
CUST_0754,67,13775,753,Freelance,11025,559,1122,2511,540,Dining
CUST_0755,76,3961,687,Freelance,10552,713,915,2871,284,Dining
CUST_0756,42,15791,849,Retired,4257,497,2372,362,483,Fuel
CUST_0757,34,15536,756,Executive,10648,2896,460,3454,371,Shopping
CUST_0758,46,12935,630,Retired,3775,2973,2226,2798,69,Fuel
CUST_0759,48,2185,767,Executive,10041,3988,843,4620,378,Travel
CUST_0760,43,20044,551,Freelance,1253,2107,573,3453,278,Dining
CUST_0761,34,24915,727,Freelance,10696,3468,118,3255,301,Cashback
CUST_0762,44,13758,828,Freelance,8984,256,645,1217,254,Dining
CUST_0763,22,23225,695,Full-time,6242,576,1478,1485,263,Travel
CUST_0764,65,17490,773,Full-time,11776,2286,2073,2103,423,Cashback
CUST_0765,46,17922,611,Full-time,1618,3872,1513,2536,212,Shopping
